,Term,Age1,MUDI,Avg Transactions,Avg Bal,Avg Turnover,Time with Bank Years,Total Salary,Multiple Customers,Single Purpose,Outcome
996,60,4807,0,3,1238,367,17,2,0,1,G
998,24,3801,1,55,1002,3302,1,33,0,1,G
1000,48,2810,6,42,330,3382,5,38,0,1,G
1001,48,5504,0,26,124,2552,14,36,0,1,G
1003,18,4203,3,4,106,822,13,52,1,1,G
1004,60,3808,1,51,595,2861,9,40,0,0,G
1005,36,3406,6,23,382,3437,12,65,1,1,G
1008,24,5402,0,31,108,3126,10,31,1,1,G
1009,48,4501,0,79,560,5876,10,48,1,0,G
1010,48,4200,2,67,2647,6604,12,50,0,1,G
1014,60,3102,0,11,1409,2381,11,28,0,1,G
1016,60,5102,0,16,469,3671,6,20,0,1,G
1017,36,2903,1,25,187,1819,2,22,0,1,G
1018,15,4911,0,39,287,3138,9,10,0,0,G
1020,60,4305,2,19,183,792,9,0,1,0,G
1021,60,4208,0,17,6518,5225,5,22,1,1,G
1024,36,4211,0,73,616,7005,22,37,0,1,G
1025,12,4505,3,26,1706,6614,6,41,0,1,G
1026,60,5304,0,20,1879,4240,3,32,0,1,G
1027,12,4304,0,37,1213,3463,5,21,0,1,G
1028,60,4607,0,4,2037,1605,10,52,0,1,G
1029,108,4408,0,12,2284,1324,2,31,1,0,B
1032,48,4405,2,15,11102,5536,6,42,1,0,B
1033,30,3304,0,16,515,3147,8,48,0,1,G
1042,12,4206,0,26,6459,2068,11,29,0,1,G
1043,36,4211,0,25,2966,3886,15,67,0,1,G
1044,24,3811,0,40,307,3488,8,70,0,0,G
1045,48,3906,6,117,5015,20097,11,40,0,0,B
1047,36,3602,1,12,806,4235,16,140,1,0,G
1048,60,4702,0,33,1255,3130,2,48,0,1,G
1051,60,3005,0,49,476,4546,7,72,0,1,G
1052,36,3705,0,17,1945,4362,15,69,0,1,G
1053,72,2902,1,30,93,3578,11,91,1,1,G
1054,12,3102,5,51,302,3793,6,32,0,1,G
1055,48,2600,0,2,123,239,3,54,0,1,G
1056,60,2910,6,24,791,2462,2,29,0,0,G
1057,12,6004,1,25,764,1887,22,19,0,1,G
1059,12,3001,0,31,541,2642,3,32,0,1,G
1060,48,3600,2,44,1282,4681,6,63,1,0,G
1062,18,5301,2,33,103,5402,15,26,0,0,G
1063,48,4208,0,18,2818,2733,15,32,0,1,G
1066,60,3807,3,33,1865,2580,4,32,0,1,G
1068,48,4111,0,45,1826,6288,11,74,1,1,G
1069,12,4503,3,42,1550,6828,5,77,1,0,G
1072,60,5306,0,84,941,4456,16,61,1,1,G
1074,24,3308,3,85,832,5473,11,58,1,1,G
1075,60,4810,0,0,0,0,2,31,1,1,G
1076,60,4303,0,0,415,333,2,37,0,1,G
1082,60,3807,2,32,897,2008,12,83,0,1,G
1086,84,4301,5,38,8,1958,3,14,0,0,G
1088,36,5711,4,30,461,1735,9,23,0,1,G
1089,36,4311,0,62,792,4830,2,45,0,1,G
1091,18,3009,6,49,170,2967,11,34,0,0,G
1098,60,3106,6,46,152,2088,10,19,0,0,G
1100,36,4402,0,39,1284,3182,10,47,0,1,G
1101,48,2404,0,32,660,1857,10,24,0,1,G
1102,24,3201,0,52,1128,6161,5,73,0,1,G
1103,36,4500,0,35,1801,7797,14,118,0,1,G
1104,60,5203,5,77,1021,5253,11,79,1,0,G
1105,60,4006,2,19,818,3585,2,49,0,0,G
1106,36,2101,3,26,369,2118,2,29,0,1,G
1110,12,6710,0,29,1103,3559,14,60,1,1,G
1112,60,5608,5,43,131,1364,25,11,0,0,G
1114,24,5507,5,11,99,2571,13,42,0,0,G
1116,24,4201,2,26,950,855,4,10,0,0,G
1117,24,2309,3,59,402,2440,8,23,0,0,G
1118,24,5402,6,27,1002,1076,10,12,0,0,B
1122,9,4910,5,14,10,2908,10,33,0,0,G
1123,60,4608,1,24,373,1893,10,32,0,0,G
1124,24,3005,0,29,2521,2182,14,32,0,1,G
1125,36,2705,0,38,516,2244,20,49,0,1,B
1128,12,2306,1,14,404,1785,7,19,0,1,G
1129,60,6203,0,25,596,1843,10,22,0,1,B
1132,60,5008,0,28,1829,3406,9,98,0,0,G
1135,12,5302,0,51,25230,34568,10,0,0,1,G
1137,60,3708,0,20,792,3168,2,74,1,1,G
1138,60,2705,0,45,725,6735,5,55,0,1,G
1140,60,4311,0,11,1096,2563,15,34,0,1,G
1141,60,2907,0,24,620,3055,12,40,0,0,G
1142,36,2906,0,24,5045,3206,11,42,0,1,G
1144,48,2708,2,39,140,3878,6,31,0,1,G
1147,12,4407,2,42,225,1836,11,43,1,1,G
1148,18,3608,0,23,254,2884,2,36,0,1,G
1149,60,5604,2,18,589,1079,9,0,0,0,B
1153,36,6202,0,34,978,3005,10,35,0,1,G
1154,48,6208,0,30,819,4666,21,66,0,1,G
1156,120,4509,0,0,0,0,4,161,1,0,G
1157,120,5402,4,29,440,2077,10,74,1,0,G
1159,24,3505,0,20,827,2574,7,30,0,1,G
1160,60,3207,0,29,745,4796,7,56,0,0,G
1161,9,3906,0,14,1635,6826,10,95,0,1,G
1162,6,5811,1,38,2646,3348,18,32,0,1,G
1164,12,6004,0,0,0,0,24,0,0,1,G
1168,24,2910,1,33,4897,4478,3,32,0,1,G
1170,60,4306,2,76,107,7295,12,81,1,0,G
1171,60,4007,0,31,1256,4513,13,13,0,0,G
1175,24,5103,0,11,38,3376,9,50,0,1,G
1179,36,3209,0,45,358,3322,12,36,0,1,B
1186,60,4711,0,74,2923,8776,10,23,1,0,G
1188,48,2810,4,29,181,2092,12,27,0,1,G
1189,60,3406,1,18,161,825,11,113,0,1,G
1191,36,3507,0,14,1948,2911,12,34,0,1,G
1192,24,4011,0,45,6645,5552,10,80,0,1,G
1193,36,5201,2,34,727,3606,9,52,0,1,G
1194,48,2601,0,15,11181,2948,6,50,0,1,G
1195,60,4010,6,26,894,2781,8,39,0,1,G
1196,18,2700,2,32,398,2443,10,32,0,1,G
1197,48,4207,0,62,9865,10216,2,172,0,1,G
1198,60,3811,0,62,4055,14675,13,178,1,1,G
1202,48,2609,0,32,1526,2039,9,28,0,1,G
1204,15,6107,0,44,1654,2865,10,30,0,1,G
1205,36,4505,0,31,1584,3544,10,29,0,1,G
1209,72,3702,0,23,3922,5638,7,21,0,1,G
1210,60,2807,1,30,28,3199,4,39,0,1,G
1211,48,3300,1,38,447,3122,10,36,0,0,G
1212,15,4704,0,36,1247,3733,10,23,0,0,G
1214,12,2102,4,0,1223,0,4,19,0,0,B
1215,24,3911,1,68,904,5259,9,47,0,1,G
1218,36,3809,0,14,744,927,15,55,1,1,G
1219,72,3601,0,20,505,2834,2,40,0,1,G
1222,60,2200,3,33,153,2393,5,22,0,0,G
1223,60,4606,0,0,0,0,10,23,0,1,B
1224,24,4111,0,13,4984,2970,16,27,0,1,G
1225,60,1908,0,32,628,1977,2,23,0,1,G
1226,60,5501,0,51,1998,5649,7,90,0,1,G
1227,60,5407,1,143,1032,5246,5,23,0,0,B
1229,12,5706,0,39,1795,5658,10,27,0,1,G
1233,6,4706,1,37,783,3427,0,57,1,1,G
1234,60,4003,0,30,1955,4287,10,67,0,1,G
1235,24,4303,2,20,134,3303,8,35,0,1,G
1236,120,2400,6,14,1720,1285,7,10,0,0,B
1237,120,2904,0,53,92,4135,10,21,0,0,B
1238,60,4303,4,47,1522,2383,11,21,0,0,G
1239,96,3302,6,24,180,1272,8,10,0,0,G
1240,60,5010,0,35,1779,3802,10,48,0,1,G
1241,48,3301,5,75,1460,5154,8,38,0,0,G
1243,42,5802,2,32,358,1365,10,10,0,1,G
1248,48,5202,0,13,855,2493,10,33,0,1,G
1249,48,3404,0,11,1420,4113,12,42,0,1,G
1250,42,5310,0,10,5815,2588,12,32,0,1,G
1254,36,3808,2,28,444,3210,6,35,0,1,G
1255,60,3500,0,20,2811,4256,9,54,0,1,G
1258,36,4502,5,55,223,5117,10,66,0,0,G
1260,18,4805,0,55,1852,3764,11,50,0,1,G
1265,36,2706,0,19,476,2452,11,35,0,1,G
1266,48,4705,2,24,1422,1348,4,52,1,0,B
1267,24,4300,1,19,909,3270,10,74,0,0,G
1269,36,3006,0,29,983,2795,10,27,0,1,G
1270,24,3208,6,80,396,3141,8,44,1,0,G
1273,60,4908,0,31,18367,657,17,19,0,1,G
1274,12,6804,0,4,127,326,11,0,1,1,G
1276,9,2404,2,26,143,2262,5,30,0,1,B
1279,24,4507,0,80,807,2455,4,29,0,1,G
1280,84,5002,0,0,0,0,10,70,1,1,G
1282,18,4710,0,5,385,2277,0,110,0,1,G
1283,60,6101,0,2,198,221,9,50,0,1,B
1284,42,2400,0,1,108,2833,9,23,0,1,G
1286,60,3508,2,24,2191,3132,11,51,0,0,G
1289,36,4007,5,15,1704,2825,11,28,0,0,B
1290,60,4011,2,56,478,4371,2,48,0,0,G
1293,36,3711,0,5,5659,7521,15,77,0,1,G
1294,21,3105,0,17,47,2316,13,42,1,1,G
1295,12,5206,0,0,0,0,10,20,0,1,G
1296,60,3607,0,41,1172,3464,11,55,0,1,G
1299,36,6506,0,23,5660,2438,9,15,0,1,G
1300,60,5909,0,21,1561,2481,14,34,1,0,G
1302,48,4211,0,16,1404,2317,15,34,0,1,G
1303,60,5003,2,17,278,2814,10,37,0,1,G
1305,24,4006,3,30,503,4470,17,85,0,1,G
1306,60,3607,1,64,1928,4209,4,55,0,0,G
1307,36,7103,0,17,4742,2215,8,35,0,0,G
1311,36,3904,1,79,250,2636,12,37,0,1,G
1312,24,6210,0,20,5205,1794,11,10,0,1,G
1313,120,3403,5,41,225,1870,5,36,1,0,B
1314,60,5011,0,41,734,6285,11,111,0,1,G
1315,12,4507,0,14,2405,1761,17,31,0,0,G
1316,120,3802,0,0,0,0,10,80,1,1,G
1317,60,5411,0,12,2867,1376,6,38,0,1,B
1318,72,6006,1,51,391,5366,10,40,0,0,B
1320,27,4902,0,24,1717,2640,16,55,0,1,G
1321,48,4000,4,76,599,5844,14,35,0,0,B
1322,60,5508,3,21,389,1331,14,10,0,0,G
1326,36,2107,0,16,95,1443,3,23,1,1,G
1329,15,4605,0,0,0,0,5,38,0,1,G
1330,24,3107,0,33,2005,1290,12,25,0,1,G
1334,48,4205,0,50,2680,4848,13,67,1,1,G
1335,36,5402,0,50,1467,5503,7,100,0,1,G
1338,24,6906,0,26,247,3157,10,39,0,1,G
1339,60,2904,0,64,1795,5567,15,65,1,1,G
1343,60,4403,3,76,41,4737,11,70,1,0,G
1345,120,3903,3,36,1091,4273,8,33,1,0,G
1346,60,4603,3,91,6415,14770,10,140,0,0,G
1349,24,2301,1,23,168,1890,7,26,0,0,G
1353,24,5302,5,14,11648,1424,5,26,1,0,B
1355,60,5300,0,58,2048,2737,10,60,0,0,G
1356,36,3001,1,25,464,3046,12,48,0,1,G
1357,12,4500,0,8,615,3430,0,55,0,1,G
1358,36,3202,0,28,2002,5222,7,77,0,1,G
1359,48,5406,0,12,8681,4365,14,58,0,1,G
1360,24,4711,3,20,940,6017,3,50,0,0,G
1364,60,4607,5,3,15255,521,10,33,0,0,B
1365,60,5603,0,41,516,2735,13,46,0,0,G
1366,60,3800,0,5,811,41,1,88,0,1,G
1367,36,3500,4,31,1873,4010,10,64,0,1,G
1370,48,4907,1,25,767,8061,10,126,0,1,G
1372,18,4807,0,17,500,4287,23,55,0,0,G
1373,36,5904,0,8,453,605,10,16,0,1,G
1374,120,4208,0,85,505,5141,9,54,1,0,G
1375,60,2609,0,26,3828,3027,6,50,0,1,B
1378,60,4102,0,0,0,0,9,45,0,1,G
1380,60,3809,3,53,427,3169,5,52,1,1,G
1382,36,3110,5,24,690,3828,3,52,0,0,G
1383,48,3803,2,51,508,3307,12,37,1,1,G
1385,60,3507,0,0,323,0,15,44,0,1,G
1387,84,4307,2,27,105,2176,15,26,0,1,G
1389,24,3100,0,16,7844,1801,5,34,1,1,G
1392,60,3008,5,36,408,2069,1,27,0,0,G
1393,12,2911,1,30,506,1260,15,14,0,1,G
1394,30,3909,6,18,236,1631,11,37,0,1,G
1400,120,4011,0,39,1962,16968,10,0,0,1,G
1401,21,3001,3,23,553,3651,9,38,0,1,G
1402,60,3609,4,75,380,3330,2,37,0,1,G
1403,48,6503,0,11,897,815,10,10,0,0,G
1405,60,3003,5,15,669,3243,11,32,0,1,B
1408,60,5903,1,0,0,0,17,31,0,1,G
1410,60,2508,0,29,20461,18983,0,37,1,1,B
1413,60,4707,0,24,2239,5057,10,76,1,1,G
1417,60,3500,2,45,709,3262,12,71,0,1,G
1418,60,2800,5,49,58,3116,8,62,1,1,G
1419,30,4406,0,35,3048,2499,10,14,0,1,G
1421,36,7207,0,1,10107,3105,10,17,0,1,G
1422,36,2201,0,23,5352,3137,5,51,1,1,G
1424,12,4804,0,18,259,1484,15,11,0,1,G
1425,60,5501,4,37,5742,2693,14,14,0,0,G
1426,24,4202,0,27,801,2829,15,43,0,1,G
1428,48,5607,0,44,3761,11770,8,41,0,1,G
1429,18,4706,3,26,3012,10929,12,53,1,1,G
1430,60,5101,0,8,9180,2968,21,42,0,1,G
1433,36,2907,5,8,26,874,3,26,1,0,G
1436,60,4010,0,32,1220,5243,9,62,0,0,G
1437,60,5101,2,22,760,1388,4,10,0,0,B
1438,48,4101,0,22,2914,3397,15,50,1,1,G
1440,36,5109,0,26,1777,2750,10,33,0,1,G
1442,60,2707,4,62,352,4044,13,66,1,1,G
1443,12,5104,1,7,182,359,10,23,0,1,G
1444,6,2108,0,25,374,1585,13,71,1,1,G
1447,60,2401,0,22,2966,2070,15,30,0,1,G
1448,60,4507,2,13,435,2264,15,46,1,0,G
1449,36,5109,0,12,256,3552,10,41,1,0,G
1451,48,6104,6,9,2101,1287,11,14,0,0,B
1452,36,5610,0,18,881,3711,10,77,0,1,G
1454,84,3210,0,22,166,1635,4,19,0,0,G
1457,24,5310,0,59,1304,3229,14,62,1,0,G
1459,36,4700,6,18,39,1617,10,21,0,0,G
1462,12,6611,0,3,1502,1228,10,20,0,1,G
1464,24,5208,0,34,3466,4594,10,31,0,1,G
1465,60,4702,6,2,2074,21,6,22,1,0,B
1467,60,5403,2,20,887,3538,17,29,0,0,G
1468,12,3208,1,15,2684,2108,3,29,0,1,G
1469,60,4905,2,37,1,3233,10,58,0,1,G
1471,60,3408,2,31,4910,1865,8,14,0,0,B
1472,60,4503,0,24,2466,6907,10,60,0,1,G
1476,60,2405,1,33,716,3243,5,35,0,1,G
1478,60,5107,0,11,303,4334,2,34,0,0,B
1479,60,3403,5,24,949,1025,4,16,0,0,G
1481,60,3501,1,45,1771,3577,13,36,1,0,G
1482,84,4405,0,17,9542,1400,12,10,0,0,B
1483,36,4401,4,44,6918,5666,10,37,1,1,G
1484,48,5302,1,17,1387,1652,6,36,0,0,G
1485,60,3005,0,15,9910,6878,10,67,1,1,G
1487,36,2708,0,37,164,2894,10,42,0,1,G
1488,36,4804,5,11,233,1108,16,96,0,1,G
1489,36,6205,2,37,1308,2903,17,28,0,0,G
1490,48,4009,0,37,786,3351,8,34,0,1,G
1491,36,3506,0,18,1336,1484,5,18,0,1,G
1492,36,5302,0,0,0,0,0,0,1,0,G
1493,18,6406,6,20,3003,880,1,13,1,0,G
1495,60,5501,0,40,1039,7093,12,0,1,1,G
1498,36,3710,2,13,754,1603,10,20,1,0,B
1499,36,2308,0,1,114,16,2,27,0,1,G
1503,36,2904,1,39,198,3051,13,36,0,0,G
1505,60,3800,1,23,154,1733,4,24,0,0,B
1506,60,5311,2,65,611,3323,14,38,1,0,G
1507,36,4611,0,21,976,3253,14,43,0,1,G
1508,36,4606,4,15,1901,577,21,21,1,0,G
1512,15,5310,0,21,50,2620,10,27,0,1,G
1514,72,3305,6,3,516,13,4,10,0,0,B
1515,48,3108,0,27,1093,3614,22,60,0,1,G
1516,60,3908,0,2,317,118,17,0,0,0,G
1517,60,3100,0,83,1895,10180,12,23,0,1,G
1518,24,5211,0,14,19110,1227,12,32,0,1,G
1521,12,2909,0,34,919,2488,9,31,0,1,G
1524,48,5407,0,37,2620,6436,10,68,0,1,G
1525,60,5010,0,46,1509,4553,14,32,0,1,G
1526,27,6009,0,18,5452,2749,21,12,0,0,G
1527,24,3510,2,31,1171,2150,18,10,0,0,G
1528,60,5411,0,46,5787,4526,20,47,1,1,G
1531,60,2007,0,27,286,2299,10,23,0,1,G
1535,36,3303,1,49,434,3168,2,70,1,1,G
1537,48,2810,2,56,339,5852,13,42,0,1,G
1540,48,4906,0,0,0,0,0,92,1,1,G
1542,30,2107,3,45,880,3460,5,23,0,1,G
1544,18,3005,0,27,762,3566,4,32,0,1,G
1546,12,3902,0,79,1838,5776,9,104,0,1,G
1547,60,3100,0,30,138,3036,4,22,0,1,G
1548,36,5101,0,30,5433,2306,4,24,0,1,G
1549,30,6207,0,30,601,3295,9,51,0,1,G
1550,36,2802,2,21,440,1397,10,21,0,0,G
1553,48,4104,3,54,679,3275,2,30,0,1,B
1554,36,5810,0,19,4892,3077,10,45,0,1,G
1555,60,4407,2,43,979,5368,6,35,0,1,G
1556,24,2611,6,21,961,2012,10,30,0,1,G
1558,48,6300,0,56,1645,4990,12,33,0,1,G
1561,36,4400,0,15,2858,3611,15,10,0,1,G
1562,12,4309,0,6,2368,669,1,45,0,1,G
1563,18,5410,2,41,665,3940,10,54,0,0,G
1564,36,2603,0,17,11,1554,8,20,0,0,G
1572,60,2906,0,29,4733,3606,10,36,0,1,G
1574,48,2602,0,62,587,3438,7,40,0,1,G
1576,36,5306,0,9,1588,1273,9,32,0,0,G
1577,42,3505,0,0,0,0,2,72,1,0,G
1579,48,2803,0,27,312,2137,11,23,1,1,G
1581,36,2505,1,40,651,2748,9,32,0,1,G
1582,24,5911,3,37,1425,6556,5,40,0,1,G
1583,60,3511,0,65,23293,16712,3,183,0,1,G
1587,12,4108,0,7,844,2481,17,28,0,1,G
1593,36,5904,0,35,2250,6135,10,108,0,1,G
1595,60,4803,1,4,5297,568,9,24,0,1,G
1597,18,5302,6,33,91,1791,17,23,0,1,B
1598,60,3704,0,89,1384,6226,4,75,1,1,G
1599,36,4703,4,26,2289,1866,12,35,0,0,G
1603,36,2007,0,30,92,2445,4,24,0,1,B
1604,48,2304,0,35,2499,3156,8,36,0,1,G
1605,36,2807,0,13,4961,2746,13,38,0,1,G
1606,24,3207,0,18,825,4563,9,35,0,1,G
1608,84,4111,1,26,2438,4283,10,53,0,1,G
1609,30,2505,1,44,175,2143,3,29,0,1,G
1612,36,3710,3,70,699,6300,4,52,0,1,G
1613,48,3102,0,15,2158,6895,4,45,0,1,G
1615,12,2605,0,19,6781,8597,6,42,0,0,G
1618,60,5007,4,50,574,2547,2,0,0,0,B
1620,42,3309,0,31,1226,5114,10,70,0,1,G
1622,36,5201,0,54,1416,5067,10,86,0,1,G
1624,18,3109,1,23,130,2593,3,33,0,1,G
1625,48,5310,0,26,447,2842,10,32,1,1,G
1629,36,3910,0,3,8909,1168,4,72,0,1,G
1630,60,2610,0,0,0,0,4,38,0,1,G
1631,12,2310,1,40,250,1871,3,23,0,1,G
1632,60,2202,0,25,376,2526,10,24,0,1,G
1633,60,3502,0,34,1522,8372,3,71,1,1,G
1634,48,4403,0,17,29994,21122,14,150,0,1,G
1635,42,2202,0,19,487,1035,10,8,0,1,G
1636,36,3608,0,22,1860,4943,9,66,0,1,G
1639,30,5302,0,82,1110,5230,9,103,0,1,G
1640,24,4310,0,40,760,4831,14,55,0,1,G
1641,12,5904,6,0,19,0,10,60,0,1,G
1642,60,5400,0,39,178,6179,9,85,0,1,G
1643,60,4204,0,81,1667,4769,5,39,0,1,G
1644,48,2909,0,18,15945,8557,3,54,0,1,G
1646,24,3101,0,22,326,4731,9,38,0,1,G
1650,120,4910,3,34,752,5585,10,42,0,0,G
1653,36,2510,0,0,0,0,0,33,0,1,G
1654,60,3005,0,5,125,652,8,49,0,0,G
1655,24,2403,0,24,798,2396,6,31,0,1,G
1657,24,2409,1,49,115,2186,2,24,0,1,G
1658,60,5907,1,12,4204,3065,17,12,0,0,B
1659,48,4206,2,14,1532,3281,17,44,0,0,G
1660,12,3001,1,73,1253,6232,10,36,0,1,G
1663,60,3401,0,37,603,3112,3,44,0,1,G
1666,24,2603,2,16,83,2214,3,28,0,1,G
1667,48,4806,0,28,2293,4655,16,43,0,1,G
1669,60,3900,6,1,4080,143,7,30,0,0,G
1674,60,4010,0,17,30,4192,12,56,1,0,G
1676,60,5007,0,9,1603,2176,15,40,1,1,G
1681,24,4406,2,15,883,1756,5,32,0,0,G
1682,42,2603,1,24,861,2381,3,10,0,0,G
1687,60,5503,0,10,667,2283,9,68,1,0,G
1688,84,3505,0,0,0,0,9,35,0,0,G
1689,84,3206,1,38,819,6104,4,72,0,0,G
1691,60,2207,6,34,1377,2952,10,27,0,0,G
1695,60,2605,0,33,365,2496,2,36,0,1,G
1696,60,5300,0,31,1976,2842,9,27,0,1,G
1697,60,4702,0,15,899,2137,10,29,0,1,G
1698,60,4103,4,49,1656,3276,19,38,0,0,G
1700,60,5200,0,15,6219,5362,9,112,1,1,G
1703,24,3801,0,11,342,1054,19,22,0,1,G
1704,36,5909,0,17,2747,2528,22,21,0,1,G
1706,60,3011,0,11,676,2173,6,29,1,1,G
1707,36,4100,2,38,1480,3288,5,30,0,1,G
1708,24,3208,2,14,148,1176,8,0,0,0,G
1710,60,3610,5,49,2985,4657,6,47,1,0,G
1711,60,4106,2,27,669,2005,14,33,0,0,G
1713,24,3707,0,0,0,0,3,29,1,0,G
1715,60,3406,0,59,4217,6253,6,67,1,1,G
1716,60,2303,5,30,124,2235,22,28,0,1,G
1718,12,6203,5,63,3965,7781,11,65,1,1,G
1719,48,4504,2,42,1621,2552,21,0,0,0,G
1720,6,2400,2,20,230,1760,6,21,0,0,G
1721,24,5804,2,17,103,2394,9,42,0,1,G
1722,12,5100,0,29,1687,4735,7,10,0,0,G
1724,15,3309,0,10,433,816,4,0,0,0,G
1726,24,4109,0,51,21,4917,15,50,1,0,G
1728,12,2301,1,25,496,1605,4,21,0,0,G
1729,36,5809,3,11,312,1489,4,19,1,0,G
1730,60,2706,0,34,2114,3044,3,33,0,1,G
1733,60,4007,0,29,91,10713,3,174,1,1,G
1734,36,2506,0,7,192,405,4,89,1,1,G
1735,120,3511,0,13,287,1259,7,52,1,1,G
1737,60,4405,0,60,993,3985,8,50,0,1,G
1738,24,3209,0,79,704,3637,7,31,0,1,G
1739,12,3607,0,8,2397,1330,2,48,1,1,G
1740,72,3603,3,35,981,2643,5,77,1,0,G
1742,36,2810,0,13,10746,2741,2,33,0,1,G
1743,36,3000,0,12,1093,2996,13,54,0,1,G
1745,60,4811,0,30,5804,5406,14,47,0,1,G
1747,12,3306,0,32,2095,2586,1,32,0,1,G
1750,18,3007,6,18,320,3526,14,44,0,1,G
1751,12,4704,0,22,508,3147,3,41,0,1,G
1754,84,3511,0,17,626,3681,4,65,0,0,G
1757,36,2605,4,14,227,2464,8,33,1,0,B
1758,60,4003,0,42,1147,3855,9,54,1,1,G
1763,60,4301,3,84,602,5281,10,55,0,1,G
1764,36,3101,6,13,537,2425,11,38,0,1,G
1766,36,5105,0,32,1403,3050,10,32,0,1,G
1769,24,2909,2,23,663,3402,8,43,0,0,G
1771,36,2803,0,22,390,2943,4,33,0,1,G
1773,12,5104,3,55,2745,10421,17,132,0,1,G
1774,36,4009,4,12,797,1699,17,19,0,1,G
1775,60,2401,6,17,71,811,8,12,0,0,B
1777,60,3207,0,29,2750,4740,12,69,0,1,G
1778,60,5907,0,32,1544,4535,6,73,0,1,G
1779,60,2907,0,66,2632,7230,5,87,1,1,G
1780,60,2305,2,13,539,1636,5,23,0,0,G
1781,48,3408,3,45,484,4515,9,35,0,1,G
1782,48,3704,0,29,3227,6298,13,116,0,1,G
1785,36,4203,2,27,1094,2482,17,28,0,1,G
1786,24,2501,1,32,3160,4421,16,48,0,1,G
1787,48,4202,2,22,106,3279,7,32,0,1,G
1789,120,5007,0,4,1283,2601,10,79,0,0,B
1791,36,3211,0,25,2462,4439,12,26,0,1,G
1792,18,2201,0,39,1996,1177,16,22,0,0,G
1793,60,4011,0,0,0,0,1,42,0,1,G
1794,15,4809,5,20,81,1464,18,14,0,0,G
1795,12,3011,2,35,624,4837,12,53,0,1,G
1796,9,2806,4,36,551,1910,9,24,0,0,G
1797,60,5605,0,33,2186,4969,10,42,1,1,G
1800,36,5207,1,14,406,1566,10,13,0,1,G
1802,120,4602,0,5,2050,2433,5,0,0,0,B
1803,36,4108,0,16,503,2366,10,30,0,1,B
1806,36,2804,0,47,552,4597,10,62,0,1,G
1808,42,4508,0,24,399,2574,10,31,0,1,G
1809,60,3104,0,28,6818,4564,10,60,0,1,G
1810,36,3404,0,25,9097,3919,10,60,0,1,G
1811,48,3209,0,19,1351,1993,4,53,0,1,G
1813,36,6708,0,18,10867,3383,32,28,1,1,G
1815,24,5107,3,53,440,5121,10,40,0,1,G
1816,36,3601,0,13,8890,3837,7,41,0,1,G
1817,60,3101,2,27,943,2728,12,46,0,1,G
1818,48,3504,2,36,609,3220,16,47,0,1,G
1819,60,5103,1,21,920,4327,5,92,1,1,G
1821,12,4404,0,26,423,1347,6,30,0,1,G
1824,48,5400,0,10,949,1431,10,53,1,1,G
1825,36,5410,0,10,1029,3125,10,99,1,1,G
1828,12,2308,0,3,156,41,2,23,1,1,G
1829,24,5706,0,37,762,5148,10,80,0,1,G
1830,60,3201,2,32,614,3085,10,59,1,1,G
1831,60,5511,0,12,9804,3003,10,16,0,1,G
1832,24,2800,6,64,637,2731,4,42,0,0,G
1833,48,5404,2,59,3039,4371,10,72,1,0,G
1835,12,2201,2,34,561,2709,4,32,0,1,G
1837,96,5409,5,26,23,5092,10,93,0,1,G
1840,48,5002,2,6,3516,520,10,60,1,0,G
1841,36,4902,1,19,4783,3794,13,90,0,1,G
1842,24,3907,0,31,779,5009,10,75,0,0,G
1843,24,5303,0,29,7108,19578,14,54,1,1,G
1845,60,2708,0,64,1695,6809,3,50,0,1,G
1846,60,4104,0,12,610,3508,10,45,0,1,G
1847,60,3102,3,22,917,2300,3,40,0,1,G
1848,48,3702,0,27,2255,3188,7,47,0,1,G
1849,60,6102,0,38,979,4951,10,40,0,1,G
1850,60,6000,0,14,2302,3103,10,40,0,1,G
1851,36,4408,0,8,1779,1016,17,45,1,1,G
1852,21,4511,0,31,2454,5170,10,65,1,1,G
1854,60,5806,1,18,1430,2653,10,86,1,1,G
1855,60,3100,0,28,3403,2843,5,35,0,1,G
1856,60,5011,0,33,3301,2614,17,50,0,1,G
1857,36,4206,0,25,1358,2901,14,28,0,1,G
1859,60,4610,1,29,228,1833,10,19,0,0,G
1860,12,7604,2,25,316,918,10,3,0,1,G
1864,48,4804,4,33,1491,2809,10,34,0,1,G
1865,60,5310,2,19,371,1928,10,21,0,1,G
1867,36,4008,3,25,591,3677,3,49,0,0,G
1870,24,2707,6,17,424,2173,14,38,0,1,G
1872,48,3008,0,40,306,3305,12,46,0,1,G
1873,36,4008,3,25,591,3677,3,49,0,0,G
1874,36,3106,5,39,108,3276,7,31,0,0,G
1875,24,2710,2,63,298,3938,11,46,0,1,G
1876,24,5302,6,13,1276,300,10,0,0,0,B
1877,12,5508,2,22,12042,4702,10,48,0,1,G
1878,60,2700,2,11,870,451,4,35,0,0,G
1879,36,4807,6,37,137,2372,11,13,0,1,G
1880,120,2909,0,38,549,3490,17,41,0,1,G
1881,12,2008,0,41,204,3146,3,33,0,1,G
1882,60,2607,6,26,446,3982,3,70,1,1,G
1883,36,3806,0,18,644,2265,14,7,0,0,G
1885,24,4609,0,25,32656,6696,14,37,0,1,G
1887,36,3809,0,39,1091,5342,18,35,0,1,G
1888,60,5302,1,14,14374,2692,10,0,0,0,B
1891,60,3109,0,26,1923,2206,10,60,1,1,G
